accession	species	gene_id	chrom	start	end	len_bp	strand	class	tier	status	len_aa	model
hmaj_V2R243	hmaj	LOC_00017114	ch4	133795438	133799502	4064	pos	fragmented	T2	partial	205	eviann
hmaj_V2R244	hmaj	LOC_00017116	ch4	134048966	134057888	8922	neg	fragmented	T2	partial	205	eviann
hmaj_V2R245	hmaj	LOC_00017117	ch4	134448090	134455498	7408	pos	fragmented	T2	partial	258	eviann
hmaj_V2R246	hmaj	LOC_00017118	ch4	134833795	134841548	7753	pos	fragmented	T2	partial	285	eviann
hmaj_V2R247	hmaj	LOC_00017119	ch4	134907895	134918440	10545	pos	fragmented	T2	partial	242	eviann
hmaj_V2R248	hmaj	LOC_00017121	ch4	135721426	135728839	7413	pos	fragmented	T2	partial	258	eviann
hmaj_V2R249	hmaj	LOC_00017123	ch4	136084316	136091960	7644	pos	fragmented	T2	partial	258	eviann
hmaj_V2R250	hmaj	LOC_00017124	ch4	137376000	137383873	7873	pos	fragmented	T2	partial	242	eviann
hmaj_V2R251	hmaj	LOC_00017125	ch4	137528887	137540586	11699	neg	fragmented	T2	partial	303	eviann
hmaj_V2R252	hmaj	LOC_00017126	ch4	138035039	138050732	15693	neg	intact	T2	functional	851	eviann
hmaj_V2R253	hmaj	LOC_00017127	ch4	138179829	138212028	32199	neg	intact	T2	functional	851	eviann
hmaj_V2R254	hmaj	LOC_00017128	ch4	138313261	138340445	27184	neg	intact	T2	functional	851	eviann
hmaj_V2R255	hmaj	LOC_00017131	ch4	138670538	138914855	244317	pos	fragmented	T2	partial	351	eviann
hmaj_V2R256	hmaj	LOC_00017132	ch4	138773588	138780232	6644	pos	fragmented	T2	partial	258	eviann
hmaj_V2R257	hmaj	LOC_00017133	ch4	138967142	138994388	27246	pos	intact	T2	functional	851	eviann
hmaj_V2R258	hmaj	LOC_00017135	ch4	139249664	139282631	32967	pos	intact	T2	functional	851	eviann
hmaj_V2R259	hmaj	LOC_00017136	ch4	139330478	139340912	10434	pos	fragmented	T2	partial	242	eviann
hmaj_V2R260	hmaj	LOC_00017138	ch4	139508237	139536184	27947	pos	intact	T2	functional	851	eviann
hmaj_V2R261	hmaj	LOC_00017139	ch4	139760492	139788557	28065	pos	intact	T2	functional	851	eviann
hmaj_V2R262	hmaj	LOC_00017140	ch4	139846578	139856937	10359	pos	fragmented	T2	partial	258	eviann
hmaj_V2R263	hmaj	LOC_00017141	ch4	139898880	139908503	9623	pos	fragmented	T2	partial	242	eviann
hmaj_V2R264	hmaj	LOC_00017142	ch4	139910624	140171062	260438	pos	fragmented	T2	partial	377	eviann
hmaj_V2R265	hmaj	LOC_00017143	ch4	140203871	140217145	13274	pos	partial	T2	partial	559	eviann
hmaj_V2R266	hmaj	LOC_00017144	ch4	140380227	140393748	13521	neg	partial	T2	partial	560	eviann
hmaj_V2R267	hmaj	LOC_00017145	ch4	140419272	140433020	13748	neg	intact	T2	functional	851	eviann
hmaj_V2R268	hmaj	LOC_00017146	ch4	140458595	140486668	28073	neg	intact	T2	functional	851	eviann
hmaj_V2R269	hmaj	LOC_00017149	ch4	140838370	140938883	100513	pos	intact	T2	functional	851	eviann
hmaj_V2R270	hmaj	LOC_00017169	ch4	141507347	141913670	406323	neg	intact	T2	functional	851	eviann
hmaj_V2R271	hmaj	LOC_00017170	ch4	141651379	141653778	2399	neg	intact	T2	functional	300	eviann
hmaj_V2R272	hmaj	LOC_00017171	ch4	141703784	141714515	10731	pos	intact	T2	functional	841	eviann
hmaj_V2R273	hmaj	LOC_00017172	ch4	141944481	141954593	10112	pos	fragmented	T2	partial	524	eviann
hmaj_V2R274	hmaj	LOC_00017173	ch4	142063836	142071533	7697	pos	fragmented	T2	partial	285	eviann
hmaj_V2R275	hmaj	LOC_00017174	ch4	142314251	142321698	7447	pos	fragmented	T2	partial	258	eviann
hmaj_V2R276	hmaj	LOC_00017175	ch4	142406049	142412306	6257	pos	fragmented	T2	partial	258	eviann
hmaj_V2R277	hmaj	LOC_00017176	ch4	142712870	142719885	7015	pos	fragmented	T2	partial	258	eviann
hmaj_V2R278	hmaj	LOC_00017178	ch4	142928540	142941076	12536	pos	fragmented	T2	partial	382	eviann
hmaj_V2R279	hmaj	LOC_00017179	ch4	143147392	143148301	909	pos	fragmented	T2	partial	302	orf
hmaj_V2R280	hmaj	LOC_00017181	ch4	143497990	143549982	51992	pos	intact	T2	functional	719	miniprot
hmaj_V2R281	hmaj	LOC_00017182	ch4	143563037	143573957	10920	pos	fragmented	T2	partial	258	eviann
hmaj_V2R282	hmaj	LOC_00017183	ch4	143804604	143825510	20906	pos	intact	T2	functional	851	eviann
hmaj_V2R283	hmaj	LOC_00017184	ch4	144628404	145160855	532451	pos	intact	T2	functional	853	eviann
hmaj_V2R284	hmaj	LOC_00017185	ch4	144895820	144917019	21199	neg	intact	T2	functional	850	eviann
hmaj_V2R285	hmaj	LOC_00017186	ch4	144984705	145016925	32220	neg	intact	T2	functional	851	eviann
hmaj_V2R286	hmaj	LOC_00017187	ch4	145113849	145132717	18868	neg	intact	T2	functional	851	eviann
hmaj_V2R287	hmaj	LOC_00017188	ch4	145232224	145245947	13723	neg	intact	T2	functional	850	eviann
hmaj_V2R288	hmaj	LOC_00017189	ch4	145303643	145309254	5611	pos	fragmented	T2	partial	225	eviann
hmaj_V2R289	hmaj	LOC_00017191	ch4	145413353	145424381	11028	neg	partial	T2	partial	509	eviann
hmaj_V2R290	hmaj	LOC_00017192	ch4	145465017	145471242	6225	neg	intact	T2	functional	658	eviann
hmaj_V2R291	hmaj	LOC_00017194	ch4	145525908	145546851	20943	neg	intact	T2	functional	853	eviann
hmaj_V2R292	hmaj	LOC_00017195	ch4	145582671	145593552	10881	neg	fragmented	T2	pseudogene	512	eviann
hmaj_V2R293	hmaj	LOC_00017196	ch4	145611779	145622693	10914	neg	fragmented	T2	pseudogene	512	eviann
hmaj_V2R294	hmaj	LOC_00017202	ch4	146816902	146820083	3181	neg	fragmented	T2	partial	224	orf
hmaj_V2R295	hmaj	LOC_00017203	ch4	146843050	146849029	5979	neg	fragmented	T2	partial	96	eviann
hmaj_V2R296	hmaj	LOC_00017204	ch4	146939529	146942289	2760	pos	fragmented	T2	partial	272	orf
hmaj_V2R297	hmaj	LOC_00017205	ch4	146995449	146998069	2620	neg	fragmented	T2	partial	212	eviann
hmaj_V2R298	hmaj	LOC_00017206	ch4	147052838	147056018	3180	pos	fragmented	T2	partial	224	orf
hmaj_V2R299	hmaj	LOC_00017208	ch4	147642981	147645222	2241	pos	fragmented	T2	partial	350	eviann
hmaj_V2R300	hmaj	LOC_00017209	ch4	147970597	147972870	2273	neg	fragmented	T2	partial	357	eviann
hmaj_V2R301	hmaj	LOC_00017211	ch4	148875940	148896776	20836	neg	intact	T2	functional	851	eviann
hmaj_V2R302	hmaj	LOC_00017212	ch4	149082895	149083804	909	pos	fragmented	T2	partial	302	orf
hmaj_V2R303	hmaj	LOC_00017216	ch4	150373680	150394517	20837	pos	intact	T2	functional	851	eviann
hmaj_V2R304	hmaj	LOC_00017218	ch4	150707886	150711012	3126	pos	fragmented	T2	partial	498	miniprot
hmaj_V2R305	hmaj	LOC_00017219	ch4	150774963	150778076	3113	pos	fragmented	T2	partial	357	eviann
hmaj_V2R306	hmaj	LOC_00017220	ch4	150947103	150950280	3177	pos	fragmented	T2	partial	155	eviann
hmaj_V2R307	hmaj	LOC_00017228	ch4	153042558	153045736	3178	pos	fragmented	T2	partial	323	orf
hmaj_V2R308	hmaj	LOC_00017232	ch4	155636484	155643458	6974	pos	fragmented	T2	partial	205	eviann
hmaj_V2R309	hmaj	LOC_00017234	ch4	155782335	155791136	8801	neg	fragmented	T2	partial	258	eviann
hmaj_V2R310	hmaj	LOC_00017235	ch4	156135248	156142754	7506	neg	fragmented	T2	partial	258	eviann
hmaj_V2R311	hmaj	LOC_00017236	ch4	158024720	158031804	7084	neg	fragmented	T2	partial	242	eviann
hmaj_V2R312	hmaj	LOC_00017244	ch4	159670358	159677840	7482	pos	fragmented	T2	partial	242	eviann
hmaj_V2R313	hmaj	LOC_00017246	ch4	159747150	159758569	11419	neg	fragmented	T2	partial	205	eviann
hmaj_V2R314	hmaj	LOC_00017247	ch4	159925996	159932851	6855	pos	fragmented	T2	partial	242	eviann
hmaj_V2R315	hmaj	LOC_00017249	ch4	160517115	161059442	542327	pos	fragmented	T2	partial	351	eviann
hmaj_V2R316	hmaj	LOC_00017251	ch4	160810058	160827559	17501	neg	fragmented	T2	partial	512	eviann
hmaj_V2R317	hmaj	LOC_00017254	ch4	163856698	163864076	7378	neg	fragmented	T2	partial	242	eviann
hmaj_V2R318	hmaj	LOC_00017256	ch4	164469111	164476471	7360	neg	fragmented	T2	partial	242	eviann
hmaj_V2R319	hmaj	LOC_00017261	ch4	165828488	165839008	10520	neg	fragmented	T2	partial	258	eviann
hmaj_V2R320	hmaj	LOC_00017262	ch4	166302639	166309158	6519	neg	fragmented	T2	partial	258	eviann
hmaj_V2R321	hmaj	LOC_00017265	ch4	166953532	166957003	3471	pos	fragmented	T2	partial	166	miniprot
hmaj_V2R322	hmaj	LOC_00017267	ch4	167162521	167168632	6111	neg	fragmented	T2	partial	258	eviann
hmaj_V2R323	hmaj	LOC_00017268	ch4	167216379	167224633	8254	neg	fragmented	T2	partial	242	eviann
hmaj_V2R324	hmaj	LOC_00017270	ch4	167490054	167496671	6617	neg	fragmented	T2	partial	242	eviann
hmaj_V2R325	hmaj	LOC_00017271	ch4	167952386	167959838	7452	neg	fragmented	T2	partial	258	eviann
hmaj_V2R326	hmaj	LOC_00017943	ch4	221208635	221572977	364342	neg	intact	T2	functional	780	eviann
hmaj_V2R327	hmaj	LOC_00017944	ch4	221279676	221283407	3731	neg	intact	T2	functional	238	eviann
hmaj_V2R328	hmaj	LOC_00017945	ch4	221400575	221411085	10510	pos	intact	T2	functional	258	eviann
hmaj_V2R329	hmaj	LOC_00017946	ch4	221460420	221470755	10335	pos	intact	T2	functional	258	eviann
hmaj_V2R330	hmaj	LOC_00017948	ch4	221513609	221523940	10331	pos	intact	T2	functional	242	eviann
hmaj_V2R331	hmaj	LOC_00017951	ch4	222208771	222216238	7467	pos	fragmented	T2	partial	258	eviann
hmaj_V2R332	hmaj	LOC_00017952	ch4	222265502	222272891	7389	pos	fragmented	T2	partial	242	eviann
hmaj_V2R333	hmaj	LOC_00017956	ch4	222384765	222391984	7219	neg	fragmented	T2	partial	166	miniprot
hmaj_V2R334	hmaj	LOC_00017957	ch4	222532660	222540449	7789	pos	fragmented	T2	partial	258	eviann
hmaj_V2R335	hmaj	LOC_00017958	ch4	222588787	222596805	8018	pos	fragmented	T2	partial	258	eviann
hmaj_V2R336	hmaj	LOC_00017961	ch4	222757220	222765808	8588	pos	fragmented	T2	partial	242	eviann
hmaj_V2R337	hmaj	LOC_00017962	ch4	223131356	223141625	10269	pos	fragmented	T2	partial	265	eviann
hmaj_V2R338	hmaj	LOC_00017963	ch4	223155105	223162249	7144	neg	fragmented	T2	partial	205	eviann
hmaj_V2R339	hmaj	LOC_00017966	ch4	223337678	223345391	7713	neg	fragmented	T2	partial	166	miniprot
hmaj_V2R340	hmaj	LOC_00017967	ch4	224473072	224486970	13898	neg	intact	T2	functional	688	eviann
hmaj_V2R341	hmaj	LOC_00017968	ch4	225280592	225331422	50830	neg	fragmented	T2	partial	529	eviann
hmaj_V2R342	hmaj	LOC_00017972	ch4	227123198	227130608	7410	pos	fragmented	T2	partial	258	eviann
hmaj_V2R343	hmaj	LOC_00017973	ch4	227413578	227424066	10488	pos	fragmented	T2	partial	258	eviann
hmaj_V2R344	hmaj	LOC_00017974	ch4	227459417	227469767	10350	pos	fragmented	T2	partial	242	eviann
hmaj_V2R345	hmaj	LOC_00017975	ch4	227518658	227526203	7545	pos	fragmented	T2	partial	258	eviann
hmaj_V2R346	hmaj	LOC_00017979	ch4	228446043	228473279	27236	pos	fragmented	T2	partial	341	orf
hmaj_V2R347	hmaj	LOC_00017985	ch4	228916184	228921784	5600	neg	fragmented	T2	partial	205	eviann
hmaj_V2R348	hmaj	LOC_00008925	ch5	119567759	119573520	5761	neg	fragmented	T2	partial	312	eviann
hmaj_V2R349	hmaj	LOC_00008929	ch5	122180280	122190356	10076	pos	partial	T2	pseudogene	568	eviann
hmaj_V2R350	hmaj	LOC_00008930	ch5	122196131	122211349	15218	pos	intact	T2	functional	861	eviann
hmaj_V2R351	hmaj	LOC_00008931	ch5	122369795	122401530	31735	pos	partial	T2	partial	509	eviann
hmaj_V2R352	hmaj	LOC_00018541	ch7	37373739	37419471	45732	neg	fragmented	T2	partial	165	eviann
hmaj_V2R353	hmaj	LOC_00018690	ch7	51676799	51854122	177323	pos	fragmented	T2	partial	913	eviann
hmaj_V2R354	hmaj	LOC_00002372	chZ	12650553	12658701	8148	pos	intact	T2	pseudogene	871	miniprot
hmaj_V2R355	hmaj	LOC_00002373	chZ	12668109	12675659	7550	pos	intact	T2	pseudogene	871	miniprot
hmaj_V2R356	hmaj	LOC_00002374	chZ	12796684	12801408	4724	pos	intact	T2	functional	809	miniprot
hmaj_V2R357	hmaj	LOC_00002375	chZ	12840034	12840547	513	neg	fragmented	T2	pseudogene	170	eviann
hmaj_V2R358	hmaj	LOC_00002376	chZ	13019422	13020352	930	neg	fragmented	T2	pseudogene	812	miniprot
hmaj_V2R359	hmaj	LOC_00002377	chZ	13105780	13106701	921	pos	fragmented	T2	pseudogene	306	eviann
hmaj_V2R360	hmaj	LOC_00002384	chZ	13430064	13430991	927	neg	intact	T2	pseudogene	869	miniprot
hmaj_V2R361	hmaj	LOC_00002385	chZ	13598053	13620037	21984	pos	intact	T2	pseudogene	864	miniprot
hmaj_V2R362	hmaj	LOC_00002386	chZ	13665349	13676589	11240	pos	intact	T2	pseudogene	890	eviann
hmaj_V2R363	hmaj	LOC_00002388	chZ	14037393	14051472	14079	pos	intact	T2	functional	761	eviann
hmaj_V2R364	hmaj	LOC_00002389	chZ	14451683	14452583	900	pos	intact	T2	pseudogene	843	miniprot
hmaj_V2R365	hmaj	LOC_00002393	chZ	14839411	14847172	7761	pos	intact	T2	pseudogene	877	miniprot
hmaj_V2R366	hmaj	LOC_00002406	chZ	16575582	16587809	12227	neg	intact	T2	pseudogene	876	eviann
hmaj_V2R367	hmaj	LOC_00002408	chZ	16676414	16688244	11830	neg	intact	T2	pseudogene	876	eviann
hmaj_V2R368	hmaj	LOC_00002410	chZ	16773730	16785820	12090	neg	intact	T2	pseudogene	876	eviann
hmaj_V2R369	hmaj	LOC_00002423	chZ	17956333	17977283	20950	pos	intact	T2	pseudogene	858	eviann
hmaj_V2R370	hmaj	LOC_00002424	chZ	18052061	18086684	34623	pos	intact	T2	pseudogene	863	eviann
hmaj_V2R371	hmaj	LOC_00002425	chZ	18202363	18215245	12882	neg	intact	T2	functional	850	eviann
hmaj_V2R372	hmaj	LOC_00002427	chZ	18378522	18387556	9034	neg	intact	T2	pseudogene	909	miniprot
hmaj_V2R373	hmaj	LOC_00002428	chZ	18542016	18542931	915	neg	fragmented	T2	pseudogene	304	orf
hmaj_V2R374	hmaj	LOC_00002430	chZ	18612964	18614617	1653	neg	intact	T2	pseudogene	954	miniprot
hmaj_V2R375	hmaj	LOC_00002473	chZ	20097373	20110099	12726	neg	intact	T2	pseudogene	856	miniprot
hmaj_V2R376	hmaj	LOC_00002475	chZ	20304527	20306291	1764	neg	fragmented	T2	pseudogene	796	miniprot
hmaj_V2R377	hmaj	LOC_00002476	chZ	20343783	20344101	318	neg	NA	NA	partial	105	NA
hmaj_V2R378	hmaj	LOC_00002477	chZ	20382339	20383236	897	neg	intact	T2	pseudogene	746	miniprot
hmaj_V2R379	hmaj	LOC_00002478	chZ	20560592	20561105	513	pos	intact	T2	pseudogene	880	miniprot
hmaj_V2R380	hmaj	LOC_00002479	chZ	20563167	20572587	9420	pos	intact	T2	pseudogene	880	miniprot
hmaj_V2R381	hmaj	LOC_00002480	chZ	20618615	20674249	55634	pos	intact	T2	pseudogene	879	miniprot
hmaj_V2R382	hmaj	LOC_00002481	chZ	20883665	20891990	8325	neg	intact	T2	functional	871	eviann
hmaj_V2R383	hmaj	LOC_00002483	chZ	21211453	21263672	52219	pos	intact	T2	pseudogene	863	miniprot
hmaj_V2R384	hmaj	LOC_00002486	chZ	21771843	21772734	891	neg	intact	T2	pseudogene	868	miniprot
hmaj_V2R385	hmaj	LOC_00002487	chZ	21907257	21914887	7630	neg	intact	T2	pseudogene	879	miniprot
hmaj_V2R386	hmaj	LOC_00002488	chZ	21989178	21998603	9425	neg	intact	T2	pseudogene	869	miniprot
hmaj_V2R387	hmaj	LOC_00002489	chZ	22001627	22010916	9289	neg	intact	T2	pseudogene	869	miniprot
hmaj_V2R388	hmaj	LOC_00002490	chZ	22013939	22023195	9256	neg	intact	T2	pseudogene	869	miniprot
hmaj_V2R389	hmaj	LOC_00002491	chZ	22039152	22048384	9232	neg	intact	T2	pseudogene	869	eviann
hmaj_V2R390	hmaj	LOC_00002493	chZ	22206925	22213290	6365	neg	intact	T2	pseudogene	875	miniprot
hmaj_V2R391	hmaj	LOC_00002494	chZ	22337380	22338308	928	neg	fragmented	T2	pseudogene	491	miniprot
hmaj_V2R392	hmaj	LOC_00002495	chZ	22475409	22488898	13489	pos	intact	T2	pseudogene	885	eviann
hmaj_V2R393	hmaj	LOC_00002496	chZ	22499444	22499759	315	pos	intact	T2	pseudogene	104	eviann
hmaj_V2R394	hmaj	LOC_00002497	chZ	22537641	22551456	13815	pos	fragmented	T2	partial	333	miniprot
hmaj_V2R395	hmaj	LOC_00002498	chZ	22658376	22667903	9527	neg	intact	T2	pseudogene	939	miniprot
hmaj_V2R396	hmaj	LOC_00002500	chZ	23026108	23053639	27531	neg	fragmented	T2	partial	454	eviann
hmaj_V2R397	hmaj	LOC_00002501	chZ	23089295	23110403	21108	neg	intact	T2	pseudogene	869	miniprot
hmaj_V2R398	hmaj	LOC_00002502	chZ	23149022	23165945	16923	neg	intact	T2	functional	869	miniprot
hmaj_V2R399	hmaj	LOC_00002503	chZ	23282304	23295379	13075	pos	intact	T2	pseudogene	876	miniprot
hmaj_V2R400	hmaj	LOC_00002512	chZ	23671912	23678732	6820	pos	intact	T1	pseudogene	884	eviann
hmaj_V2R401	hmaj	LOC_00002513	chZ	23701796	23715573	13777	pos	intact	T2	pseudogene	878	eviann
hmaj_V2R402	hmaj	LOC_00002514	chZ	23825111	23836556	11445	pos	intact	T2	pseudogene	871	eviann
hmaj_V2R403	hmaj	LOC_00002516	chZ	24143810	24149352	5542	neg	intact	T2	pseudogene	871	miniprot
hmaj_V2R404	hmaj	LOC_00002517	chZ	24251340	24267379	16039	neg	intact	T2	pseudogene	788	eviann
hmaj_V2R405	hmaj	LOC_00002518	chZ	24416565	24437808	21243	pos	intact	T2	functional	872	miniprot
hmaj_V2R406	hmaj	LOC_00002563	chZ	26352924	26374220	21296	pos	intact	T2	pseudogene	899	miniprot
hmaj_V2R407	hmaj	LOC_00002564	chZ	26389333	26409106	19773	pos	intact	T2	pseudogene	899	miniprot
hmaj_V2R408	hmaj	LOC_00002565	chZ	26425890	26445646	19756	pos	intact	T2	pseudogene	899	miniprot
hmaj_V2R409	hmaj	LOC_00002566	chZ	26475371	26487545	12174	pos	intact	T2	pseudogene	869	miniprot
hmaj_V2R410	hmaj	LOC_00002567	chZ	26558492	26578755	20263	pos	intact	T2	functional	880	eviann
hmaj_V2R411	hmaj	LOC_00002570	chZ	26645173	26668727	23554	neg	intact	T2	functional	683	eviann
hmaj_V2R412	hmaj	LOC_00002571	chZ	26786597	26795806	9209	neg	intact	T2	functional	882	miniprot
hmaj_V2R413	hmaj	LOC_00002572	chZ	26835945	26852552	16607	neg	intact	T2	functional	869	miniprot
hmaj_V2R414	hmaj	LOC_00002573	chZ	27095833	27110292	14459	pos	intact	T2	functional	826	miniprot
hmaj_V2R415	hmaj	LOC_00002876	chZ	38267350	38268247	897	neg	fragmented	T2	pseudogene	298	orf
hmaj_V2R416	hmaj	LOC_00002877	chZ	38346035	38361380	15345	neg	intact	T2	pseudogene	843	miniprot
hmaj_V2R417	hmaj	LOC_00002881	chZ	38803362	38824718	21356	pos	intact	T2	pseudogene	871	eviann
hmaj_V2R418	hmaj	LOC_00002882	chZ	38887827	38889696	1869	neg	fragmented	T2	partial	352	eviann
hmaj_V2R419	hmaj	LOC_00002883	chZ	38917281	38931354	14073	pos	intact	T2	pseudogene	873	miniprot
hmaj_V2R420	hmaj	LOC_00002884	chZ	39130746	39133098	2352	pos	intact	T2	pseudogene	788	miniprot
hmaj_V2R421	hmaj	LOC_00002885	chZ	39177410	39186256	8846	pos	fragmented	T2	pseudogene	517	eviann
hmaj_V2R422	hmaj	LOC_00002886	chZ	39189150	39190053	903	pos	fragmented	T2	pseudogene	299	eviann
hmaj_V2R423	hmaj	LOC_00002887	chZ	39216484	39236953	20469	pos	intact	T2	pseudogene	857	miniprot
hmaj_V2R424	hmaj	LOC_00002892	chZ	39593775	39616375	22600	pos	intact	T2	pseudogene	837	miniprot
hmaj_V2R425	hmaj	LOC_00002894	chZ	39803102	39818372	15270	neg	intact	T2	pseudogene	890	miniprot
hmaj_V2R426	hmaj	LOC_00002895	chZ	39883969	39901698	17729	neg	intact	T2	pseudogene	837	miniprot
hmaj_V2R427	hmaj	LOC_00002897	chZ	40014481	40390731	376250	neg	intact	T2	pseudogene	865	miniprot
hmaj_V2R428	hmaj	LOC_00002898	chZ	40139852	40142203	2351	pos	intact	T2	pseudogene	865	miniprot
hmaj_V2R429	hmaj	LOC_00002899	chZ	40316930	40341324	24394	pos	intact	T2	pseudogene	865	miniprot
hmaj_V2R430	hmaj	LOC_00002901	chZ	40470838	40484181	13343	pos	intact	T2	pseudogene	866	miniprot
hmaj_V2R431	hmaj	LOC_00002930	chZ	42089977	42107230	17253	pos	intact	T2	functional	884	miniprot
hmaj_V2R432	hmaj	LOC_00002950	chZ	43160689	43168454	7765	pos	intact	T2	pseudogene	874	miniprot
hmaj_V2R433	hmaj	LOC_00004091	chZ	181251938	181268722	16784	pos	intact	T2	functional	844	eviann
hmaj_V2R434	hmaj	LOC_00004092	chZ	181457567	181482068	24501	neg	intact	T2	functional	837	miniprot
hmaj_V2R435	hmaj	LOC_00004096	chZ	181926312	181943116	16804	neg	intact	T2	functional	850	eviann
hmaj_V2R436	hmaj	LOC_00004098	chZ	182059218	182061132	1914	neg	fragmented	T2	partial	318	orf
hmaj_V2R437	hmaj	LOC_00004099	chZ	182101987	182126768	24781	neg	partial	T2	partial	658	eviann
hmaj_V2R438	hmaj	LOC_00004105	chZ	182401654	182402197	543	neg	fragmented	T2	partial	180	eviann
hmaj_V2R439	hmaj	LOC_00004112	chZ	183235786	183239123	3337	pos	fragmented	T2	partial	364	eviann
hmaj_V2R440	hmaj	LOC_00004113	chZ	183262731	183276088	13357	pos	intact	T2	functional	849	eviann
hmaj_V2R441	hmaj	LOC_00004114	chZ	183286263	183308748	22485	pos	intact	T2	functional	851	eviann
hmaj_V2R442	hmaj	LOC_00004115	chZ	183377640	183402095	24455	neg	intact	T2	functional	849	eviann
hmaj_V2R443	hmaj	LOC_00004117	chZ	183477546	183490837	13291	neg	intact	T2	functional	849	eviann
hmaj_V2R444	hmaj	LOC_00004118	chZ	183523449	183524746	1297	neg	fragmented	T2	partial	325	eviann
hmaj_V2R445	hmaj	LOC_00004119	chZ	183699511	183715103	15592	neg	intact	T2	functional	842	eviann
hmaj_V2R446	hmaj	LOC_00004120	chZ	183880852	183904668	23816	neg	intact	T2	functional	837	miniprot
hmaj_V2R447	hmaj	LOC_00004123	chZ	184190546	184293500	102954	neg	fragmented	T2	partial	391	eviann
hmaj_V2R448	hmaj	LOC_00004124	chZ	184275703	184282500	6797	neg	fragmented	T2	partial	113	eviann
hmaj_V2R449	hmaj	LOC_00004125	chZ	184304560	184329005	24445	neg	intact	T2	functional	849	eviann
hmaj_V2R450	hmaj	LOC_00004126	chZ	184547028	184552935	5907	neg	fragmented	T2	partial	471	eviann
hmaj_V2R451	hmaj	LOC_00004128	chZ	184663915	184674963	11048	pos	intact	T2	functional	660	eviann
hmaj_V2R452	hmaj	LOC_00004129	chZ	184755662	184869446	113784	neg	intact	T2	functional	850	eviann
hmaj_V2R453	hmaj	LOC_00004132	chZ	184923764	184959124	35360	pos	fragmented	T2	partial	397	eviann
hmaj_V2R454	hmaj	LOC_00004133	chZ	185086524	185101307	14783	pos	intact	T2	functional	660	eviann
hmaj_V2R455	hmaj	LOC_00004137	chZ	185697577	185715614	18037	pos	intact	T2	functional	851	eviann
hmaj_V2R456	hmaj	LOC_00004138	chZ	185946160	186668333	722173	neg	intact	T2	functional	837	miniprot
hmaj_V2R457	hmaj	LOC_00004139	chZ	186174945	186187644	12699	neg	intact	T2	functional	837	miniprot
hmaj_V2R458	hmaj	LOC_00004140	chZ	186315637	186391832	76195	pos	intact	T2	functional	837	miniprot
hmaj_V2R459	hmaj	LOC_00004142	chZ	186701984	186712778	10794	neg	intact	T2	functional	660	eviann
hmaj_V2R460	hmaj	LOC_00004144	chZ	187112447	187124978	12531	neg	intact	T2	functional	761	eviann
hmaj_V2R461	hmaj	LOC_00004145	chZ	187156822	187174383	17561	pos	intact	T2	functional	693	eviann
hmaj_V2R462	hmaj	LOC_00004147	chZ	187243756	187246182	2426	pos	fragmented	T2	partial	338	eviann
hmaj_V2R463	hmaj	LOC_00004148	chZ	187361147	187385025	23878	pos	intact	T2	functional	837	miniprot
hmaj_V2R464	hmaj	LOC_00020500	scaffold_1	1725488	1728607	3119	neg	fragmented	T2	partial	351	eviann
hmaj_V2R465	hmaj	LOC_00020502	scaffold_1	2077643	2194200	116557	pos	fragmented	T2	partial	351	eviann
hmaj_V2R466	hmaj	LOC_00020503	scaffold_1	2111143	2122741	11598	neg	fragmented	T2	partial	205	eviann
hmaj_V2R467	hmaj	LOC_00020504	scaffold_1	2723180	2849522	126342	pos	fragmented	T2	partial	351	eviann
hmaj_V2R468	hmaj	LOC_00020505	scaffold_1	2876319	2923475	47156	pos	fragmented	T2	partial	326	orf
hmaj_V2R469	hmaj	LOC_00020506	scaffold_1	3433240	3436169	2929	neg	fragmented	T2	partial	351	eviann
hmaj_V2R470	hmaj	LOC_00020511	scaffold_1	4695053	4700047	4994	neg	fragmented	T2	partial	350	eviann
hmaj_V2R471	hmaj	LOC_00020513	scaffold_1	4918983	5138990	220007	neg	fragmented	T2	partial	351	eviann
hmaj_V2R472	hmaj	LOC_00020514	scaffold_1	5104501	5109509	5008	pos	fragmented	T2	partial	350	eviann
hmaj_V2R473	hmaj	LOC_00020515	scaffold_1	5579634	5582761	3127	neg	fragmented	T2	partial	351	eviann
hmaj_V2R474	hmaj	LOC_00020519	scaffold_1	6061827	6075776	13949	pos	intact	T2	functional	850	eviann
